,PM2.5,PM10,NO,NO2,SO2,CO,Ozone,RH,WS,WD,AT,Date
0,137.96,272.0,7.97,129.99,73.27,1.8821281856303231,3.47,44.77,0.82,236.97,25.74,17-03-2021 00:00
1,111.31,272.0,7.97,94.08666666666667,67.16199999999999,1.8821281856303231,3.5660000000000003,50.27333333333333,0.8466666666666667,219.32333333333332,25.523333333333333,17-03-2021 01:00
2,49.0,272.0,7.97,58.18333333333334,61.053999999999995,1.496,3.6620000000000004,55.77666666666667,0.8733333333333333,201.67666666666668,25.306666666666665,17-03-2021 02:00
3,32.83,272.0,7.97,22.28,54.946,1.084,3.758,61.28,0.9,184.03,25.09,17-03-2021 03:00
4,50.19,272.0,17.54,42.045,48.837999999999994,0.6720000000000002,3.854,60.695,0.815,151.75,24.715,17-03-2021 04:00
5,44.64,272.0,27.11,61.81,42.73,0.26,3.95,60.11,0.73,119.47,24.34,17-03-2021 05:00
6,50.14,272.0,54.865,64.93,44.095555555555556,0.2688888888888889,10.674444444444443,61.3,1.04,117.445,23.93,17-03-2021 06:00
7,53.33,272.0,82.62,68.05,45.46111111111111,0.2777777777777778,17.398888888888887,62.49,1.35,115.42,23.52,17-03-2021 07:00
8,80.34,272.0,72.57000000000001,69.98285714285714,46.82666666666667,0.2866666666666667,24.12333333333333,59.61857142857143,1.4585714285714286,135.13857142857142,24.964285714285715,17-03-2021 08:00
9,97.23,272.0,62.52,71.91571428571429,48.19222222222222,0.29555555555555557,30.847777777777775,56.74714285714286,1.5671428571428572,154.85714285714286,26.408571428571427,17-03-2021 09:00
10,76.5,272.0,52.47,73.84857142857143,49.55777777777778,0.30444444444444446,37.57222222222222,53.87571428571429,1.6757142857142857,174.5757142857143,27.852857142857143,17-03-2021 10:00
11,93.0,272.0,42.42,75.78142857142856,50.92333333333333,0.31333333333333335,44.29666666666667,51.004285714285714,1.7842857142857143,194.2942857142857,29.29714285714286,17-03-2021 11:00
12,73.0,272.0,32.370000000000005,77.71428571428571,52.28888888888889,0.32222222222222224,51.02111111111111,48.13285714285715,1.8928571428571428,214.01285714285711,30.74142857142857,17-03-2021 12:00
13,50.66,272.0,22.32,79.64714285714285,53.65444444444445,0.33111111111111113,57.745555555555555,45.261428571428574,2.0014285714285713,233.73142857142858,32.18571428571428,17-03-2021 13:00
14,61.0,272.0,12.27,81.58,55.02,0.34,64.47,42.39,2.11,253.45,33.63,17-03-2021 14:00
15,66.0,272.0,11.74,67.05,57.55,0.24,93.36,39.83,2.34,265.19,32.78,17-03-2021 15:00
16,65.49,272.0,10.165,68.74000000000001,57.485,0.245,86.4,38.97,2.3449999999999998,273.855,32.255,17-03-2021 16:00
17,60.0,272.0,8.59,70.43,57.42,0.25,79.44,38.11,2.35,282.52,31.73,17-03-2021 17:00
18,55.48,272.0,3.92,64.75,52.98,0.32,130.53,43.01,2.31,291.53,30.16,17-03-2021 18:00
19,65.0,272.0,3.29,57.61,51.36,0.34,108.99166666666667,45.06,2.27,289.5,29.71,17-03-2021 19:00
20,70.0,272.0,49.238,77.25,52.868,0.634,87.45333333333335,48.230000000000004,1.944,280.186,28.996000000000002,17-03-2021 20:00
21,83.0,272.0,95.186,96.89,54.376,0.9279999999999999,65.915,51.4,1.618,270.872,28.282,17-03-2021 21:00
22,96.0,272.0,141.134,116.53,55.884,1.222,44.37666666666668,54.57,1.2920000000000003,261.558,27.568,17-03-2021 22:00
23,109.0,272.0,177.49328268900854,132.07323967123816,57.391999999999996,1.516,22.838333333333352,57.739999999999995,0.9660000000000002,252.244,26.854,17-03-2021 23:00
24,109.31,272.0,177.49328268900854,132.07323967123816,58.9,1.81,1.3,60.91,0.64,242.93,26.14,18-03-2021 00:00
25,110.52,272.0,14.45,73.52,49.25,0.72,11.73,64.71,1.89,294.27,26.19,18-03-2021 01:00
26,64.77,272.0,12.724,64.25999999999999,48.16,0.618,16.57,61.489999999999995,1.714,291.9,26.16,18-03-2021 02:00
27,39.44,272.0,10.998,55.0,47.07,0.516,21.41,58.269999999999996,1.5379999999999998,289.53,26.13,18-03-2021 03:00
28,33.0,272.0,9.272,45.739999999999995,45.98,0.4139999999999999,26.25,55.05,1.3619999999999999,287.16,26.1,18-03-2021 04:00
29,27.12,272.0,7.546,36.48,44.89,0.31199999999999994,31.09,51.83,1.186,284.79,26.07,18-03-2021 05:00
30,28.0,272.0,5.82,27.22,43.8,0.21,35.93,48.61,1.01,282.42,26.04,18-03-2021 06:00
31,34.0,272.0,42.309999999999995,55.73,47.379999999999995,0.485,20.165,51.525,1.0550000000000002,208.16000000000003,25.77,18-03-2021 07:00
32,62.78,272.0,78.8,84.24,50.96,0.76,4.4,54.44,1.1,133.9,25.5,18-03-2021 08:00
33,89.0,272.0,64.70333333333333,91.57666666666667,51.60666666666667,0.6733333333333333,13.013333333333332,51.64333333333333,1.34,173.15,27.473333333333333,18-03-2021 09:00
34,83.0,272.0,50.60666666666667,98.91333333333333,52.25333333333333,0.5866666666666667,21.626666666666665,48.846666666666664,1.58,212.4,29.44666666666667,18-03-2021 10:00
35,74.2,272.0,36.51,106.25,52.9,0.5,30.24,46.05,1.82,251.65,31.42,18-03-2021 11:00
36,67.0,272.0,27.83,98.68,50.86,0.45,36.38,47.35,1.56,249.41,31.71,18-03-2021 12:00
37,43.53,272.0,25.259999999999998,92.23,50.43,0.36,37.265,50.2,2.005,258.56,31.58,18-03-2021 13:00
38,67.68,272.0,22.69,85.78,50.0,0.27,38.15,53.05,2.45,267.71,31.45,18-03-2021 14:00
39,77.0,272.0,13.59,80.73,54.02,0.29,85.28,49.12,2.79,276.29,31.17,18-03-2021 15:00
40,70.04,272.0,11.245000000000001,75.71000000000001,54.765,0.28500000000000003,75.08,50.459999999999994,2.5300000000000002,273.415,30.42,18-03-2021 16:00
41,75.03,272.0,8.9,70.69,55.51,0.28,64.88,51.8,2.27,270.54,29.67,18-03-2021 17:00
42,55.0,272.0,16.39,72.25,52.75,0.32,34.7,62.5,2.14,270.91,27.58,18-03-2021 18:00
43,48.0,224.78,16.09,71.89,50.71,0.38,33.23,59.9,1.65,275.77,27.01,18-03-2021 19:00
44,51.27,196.0,10.67,78.72,42.18,0.56,17.64,57.19,1.08,273.82,26.62,18-03-2021 20:00
45,52.31,200.53,30.05,101.26,43.12,0.65,8.34,60.42,1.34,266.5,26.44,18-03-2021 21:00
46,56.3,212.0,35.26,78.94,41.08,0.47,6.73,71.05,1.28,262.86,25.81,18-03-2021 22:00
47,44.75,158.0,15.7,58.98,43.98,0.4,13.5,73.77,1.04,256.53,25.55,18-03-2021 23:00
48,38.0,147.35,13.3,47.98,45.84,0.29,20.16,74.52,0.75,183.02,25.29,19-03-2021 00:00
49,32.0,102.98,8.71,28.22,48.15,0.2,28.73,72.11,0.61,190.25,24.91,19-03-2021 01:00
50,32.0,92.67,9.7,35.77,49.06,0.24,18.12,65.99,0.39,161.49,24.53,19-03-2021 02:00
51,34.39,127.0,28.38,53.72,47.44,0.2,12.38,65.12,0.52,198.19,24.38,19-03-2021 03:00
52,37.81,207.0,18.94,40.84,42.69,0.17,13.46,66.88,0.51,185.36,24.0,19-03-2021 04:00
53,46.0,195.22,127.56,65.05,46.32,0.29,2.28,70.33,0.5,209.18,23.55,19-03-2021 05:00
54,61.3,302.69,97.39,66.44,43.44,0.47,1.71,72.65,0.47,156.19,23.17,19-03-2021 06:00
55,50.46,281.11,24.34,59.38,43.2,0.38,5.26,66.3,0.81,76.07,24.57,19-03-2021 07:00
56,47.08,211.86,27.06,67.67,46.06,0.5,8.79,56.89,1.5,77.37,26.32,19-03-2021 08:00
57,48.0,197.0,21.22,65.47,53.12,0.44,25.28,47.48,2.14,71.91,27.98,19-03-2021 09:00
58,57.55,203.66,22.92,76.73,57.8,0.34,27.77,40.3,1.75,238.03,30.14,19-03-2021 10:00
59,50.0,234.06,20.52,45.75,57.23,0.32,46.22,33.92,2.12,275.37,31.58,19-03-2021 11:00
60,47.73,281.0,18.37,60.77,47.47,0.21,37.33,52.85,2.67,263.8,30.79,19-03-2021 12:00
61,44.0,274.0,24.89,71.62,46.38,0.21,29.95,49.38,2.62,272.82,31.27,19-03-2021 13:00
62,45.47,242.38,11.96,51.76,46.3,0.12,54.88,42.3,2.71,288.37,31.48,19-03-2021 14:00
63,52.64,227.95,14.59,59.1,48.28,0.15,51.34,42.17,2.57,270.09,31.58,19-03-2021 15:00
64,58.0,255.18,15.83,56.91,50.48,0.07,51.48,40.95,2.73,280.14,31.07,19-03-2021 16:00
65,50.0,283.02,9.86,42.94,52.59,0.1,43.68,32.95,2.55,271.49,30.64,19-03-2021 17:00
66,52.73,283.54,11.43,59.81,53.59,0.11,40.44,47.2,2.21,264.58,28.95,19-03-2021 18:00
67,49.87,229.0,16.81,80.03,50.97,0.29,28.16,61.56,2.04,263.37,26.43,19-03-2021 19:00
68,48.0,235.0,18.83,68.22,47.36,0.315,20.02,67.69,2.05,269.53,25.82,19-03-2021 20:00
69,54.83,205.0,21.34,73.21,41.99,0.34,11.88,71.68,1.38,263.48,25.32,19-03-2021 21:00
70,70.41,301.0,14.66,54.98,40.27,0.41,9.06,74.12,0.86,246.33,24.98,19-03-2021 22:00
71,60.705,249.195,14.085,50.739999999999995,41.370000000000005,0.38,9.675,76.36500000000001,0.9450000000000001,254.47000000000003,24.68,19-03-2021 23:00
72,51.0,197.39,13.51,46.5,42.47,0.35,10.29,78.61,1.03,262.61,24.38,20-03-2021 00:00
73,38.0,177.48,18.4,40.56,45.4,0.13,11.23,76.08,1.46,260.94,24.24,20-03-2021 01:00
74,37.64,221.0,20.7,31.29,47.65,0.05,9.6,82.16,1.57,262.81,23.8,20-03-2021 02:00
75,34.0,194.0,20.9,30.81,48.77,0.03,10.21,83.24,1.23,271.57,23.59,20-03-2021 03:00
76,34.46,192.0,7.2,12.43,44.75,0.0,9.17,84.1,1.04,257.23,23.16,20-03-2021 04:00
77,33.0,165.17,7.88,14.89,43.94,0.02,9.69,84.54,0.9,227.76,22.99,20-03-2021 05:00
78,30.0,152.29,9.03,15.61,41.21,0.06,7.18,84.46,1.01,275.18,22.84,20-03-2021 06:00
79,33.38,164.232,10.44,20.41,42.828,0.08,9.394,79.014,1.22,269.29,24.118,20-03-2021 07:00
80,39.0,176.174,9.52,16.72,44.446,0.1,11.608,73.568,1.4300000000000002,263.4,25.396,20-03-2021 08:00
81,38.0,188.11599999999999,9.47,16.14,46.064,0.12,13.822,68.12199999999999,1.6400000000000001,257.51,26.674,20-03-2021 09:00
82,39.32,200.058,23.450000000000003,48.07,47.681999999999995,0.14,16.036,62.675999999999995,1.85,251.62,27.951999999999998,20-03-2021 10:00
83,41.92,212.0,37.43,80.0,49.3,0.16,18.25,57.23,2.06,245.73,29.23,20-03-2021 11:00
84,42.34,276.75,34.18,50.29,49.54,0.22,29.68,52.87,2.33,269.74,29.83,20-03-2021 12:00
85,61.99,348.0,24.57,59.68,48.16,0.11,27.64,47.56,2.64,269.84,30.43,20-03-2021 13:00
86,72.0,378.36,31.1,49.75,46.22,0.14,20.01,49.28,2.7,259.46,30.09,20-03-2021 14:00
87,47.11,379.0,21.58,52.22,44.23,0.03,32.96,44.34,2.69,268.86,29.86,20-03-2021 15:00
88,59.0,353.7,18.77,44.38,43.72,0.07,20.53,38.79,2.67,272.81,29.63,20-03-2021 16:00
89,78.0,425.0,43.87,61.29,46.12,0.04,13.64,47.0,2.49,277.86,28.53,20-03-2021 17:00
90,72.0,398.0,46.5,83.37,49.01,0.12,8.26,57.03,2.2,250.58,27.15,20-03-2021 18:00
91,79.41,398.0,28.21,61.81,50.15,0.21,11.06,66.03,1.8,275.1,25.92,20-03-2021 19:00
92,71.0,369.0,29.93,63.27,50.73,0.24,8.21,73.23,1.48,258.88,25.38,20-03-2021 20:00
93,79.12,310.0,16.11,42.95,48.12,0.25,10.7,77.33,1.58,271.73,24.96,20-03-2021 21:00
94,59.08,279.13,16.43,42.26,45.74,0.29,6.34,78.63,1.16,275.95,24.78,20-03-2021 22:00
95,48.84,208.0,12.69,39.22,40.27,0.31,4.28,80.84,0.77,205.71,24.31,20-03-2021 23:00
96,46.06,192.0,12.05,33.69,39.51,0.26,5.16,82.97,0.86,264.92,24.0,21-03-2021 00:00
97,40.12,172.0,15.79,39.41,41.83,0.26,5.91,84.24,0.84,228.51,23.74,21-03-2021 01:00
98,40.22,178.57,15.39,39.27,44.83,0.24,7.54,85.56,0.98,267.25,23.52,21-03-2021 02:00
99,35.75,174.42,11.59,26.01,46.31,0.16,10.84,86.95,0.91,262.74,23.22,21-03-2021 03:00
100,32.0,151.55,11.28,21.44,46.79,0.13,9.27,88.02,0.58,158.0,22.89,21-03-2021 04:00
101,34.88,137.95,10.21,17.23,46.48,0.18,7.5,88.99,0.55,136.88,22.62,21-03-2021 05:00
102,49.25,156.0,16.99,31.45,43.91,0.37,1.77,88.48,0.68,200.38,22.39,21-03-2021 06:00
103,70.0,174.43,38.72,42.36,42.89,0.62,2.08,85.02,0.84,107.17,23.18,21-03-2021 07:00
104,70.0,190.0,62.83,56.63,42.11,0.57,2.98,76.91,0.88,124.35,25.04,21-03-2021 08:00
105,65.54,209.0,43.04,106.93,40.48,0.56,10.42,62.34,1.17,271.06,27.89,21-03-2021 09:00
106,69.0,245.0,22.54,76.08,43.69,0.44,28.28,57.43,1.23,221.01,29.48,21-03-2021 10:00
107,53.0,237.62,22.82,86.26,46.92,0.29,40.62,47.92,1.64,257.45,30.37,21-03-2021 11:00
108,60.15,234.73,35.75,77.59,48.83,0.17,31.93,43.36,1.79,228.88,31.06,21-03-2021 12:00
109,87.0,355.0,17.84,72.47,49.8,0.06,61.58,43.78,1.98,266.62,31.13,21-03-2021 13:00
110,112.0,357.68,10.99,72.6,49.29,0.26,87.21,41.89,1.63,259.33,32.16,21-03-2021 14:00
111,55.91,260.42,9.24,64.5,48.28,0.24,84.98,43.59,2.22,260.8,31.47,21-03-2021 15:00
112,55.0,226.68,12.75,70.06,47.15,0.24,71.38,47.49,2.26,262.93,30.74,21-03-2021 16:00
113,82.0,281.91,12.42,52.14,44.26,0.17,44.44,58.23,2.25,259.2,28.77,21-03-2021 17:00
114,77.69,324.0,12.21,38.96,45.53,0.15,51.8,66.94,2.16,252.67,26.9,21-03-2021 18:00
115,34.0,179.0,15.71,61.81,47.55,0.17,30.47,71.8,1.67,258.93,26.18,21-03-2021 19:00
116,33.62,181.05,31.67,75.35,49.69,0.34,9.54,73.36,1.01,234.56,25.73,21-03-2021 20:00
117,45.42,189.03,23.4,74.39,50.3,0.53,4.28,76.42,0.46,207.58,25.05,21-03-2021 21:00
118,51.63,208.44,31.3,72.0,49.38,0.75,1.1,78.52,0.52,164.48,24.6,21-03-2021 22:00
119,58.0,216.71,38.77,67.47,47.69,0.79,1.34,78.87,0.64,125.21,24.76,21-03-2021 23:00
120,52.0,202.33,82.4,72.54,44.52,1.01,2.05,80.75,0.75,246.61,24.25,22-03-2021 00:00
121,70.0,202.44,32.25,56.44,40.84,0.67,0.49,82.15,1.01,255.06,24.37,22-03-2021 01:00
122,41.41,149.81,19.63,37.76,40.91,0.21,1.8,85.98,0.82,165.96,23.88,22-03-2021 02:00
123,33.14,118.0,20.07,38.66,44.94,0.28,2.77,86.93,0.68,146.02,23.62,22-03-2021 03:00
124,34.0,182.76,45.96,41.88,47.36,0.29,2.08,87.71,0.73,179.27,23.33,22-03-2021 04:00
125,59.0,149.0,38.91,43.83,48.38,0.42,3.13,88.34,0.67,270.75,22.98,22-03-2021 05:00
126,55.65,192.85,20.55,39.56,47.08,0.46,2.74,87.62,0.82,129.05,23.05,22-03-2021 06:00
127,42.0,158.0,25.47,40.31,44.22,0.58,1.84,86.98,0.95,88.66,23.37,22-03-2021 07:00
128,63.45,185.0,34.5,53.28,42.29,0.52,1.95,76.89,0.96,114.41,25.76,22-03-2021 08:00
129,67.17,183.0,19.32,51.87,39.4,0.39,18.69,64.4,1.47,141.15,27.71,22-03-2021 09:00
130,59.0,171.6,14.72,44.53,39.57,0.38,26.4,58.57,1.41,179.15,29.88,22-03-2021 10:00
131,49.92,166.0,10.21,47.21,42.86,0.5,80.32,47.99,1.5,94.06,31.63,22-03-2021 11:00
132,71.0,182.69,11.43,76.69,45.58,0.43,69.8,48.27,1.73,171.34,32.62,22-03-2021 12:00
133,57.0,274.56,20.3,75.85,47.71,0.29,46.02,54.9,2.06,256.78,31.43,22-03-2021 13:00
134,45.36,254.67,16.58,65.73,48.73,0.35,58.75,50.11,2.07,257.1,32.16,22-03-2021 14:00
135,49.0,205.0,8.8,44.98,47.81,0.27,66.72,49.5,1.94,267.39,32.42,22-03-2021 15:00
136,48.52,199.0,9.5,60.44,47.94,0.27,60.98,43.59,2.27,274.95,31.72,22-03-2021 16:00
137,52.0,205.0,10.3,52.28,47.34,0.24,46.25,51.47,2.65,278.06,30.09,22-03-2021 17:00
138,43.14,217.0,13.98,49.48,42.25,0.23,20.3,63.3,2.09,269.28,27.74,22-03-2021 18:00
139,44.0,216.67,14.15,35.89,40.31,0.3,16.58,65.24,1.35,202.29,27.38,22-03-2021 19:00
140,48.25,188.0,12.46,67.85,45.98,0.47,10.94,69.27,1.1,265.76,26.83,22-03-2021 20:00
141,42.67,184.99,16.45,82.22,47.99,0.64,4.97,71.03,1.49,270.14,26.5,22-03-2021 21:00
142,52.13,206.94,33.72,87.6,49.77,0.72,2.09,72.46,1.3,275.79,26.15,22-03-2021 22:00
143,53.38,212.0,17.63,63.16,48.27,0.53,7.56,73.13,1.07,270.56,25.83,22-03-2021 23:00
144,49.18,191.89,28.88,59.4,46.25,0.41,4.61,73.26,0.86,239.55,25.59,23-03-2021 00:00
145,53.82,281.0,24.5,60.31,41.59,0.45,5.39,68.92,0.95,249.19,25.24,23-03-2021 01:00
146,71.0,231.0,12.71,50.1,39.93,0.3,8.4,67.07,0.64,167.22,24.81,23-03-2021 02:00
147,59.56,201.49,36.09,48.65,41.86,0.45,4.38,69.89,0.56,232.17,24.13,23-03-2021 03:00
148,60.85,184.87,31.51,48.879999999999995,44.735,0.435,6.994999999999999,68.86,0.7250000000000001,180.70999999999998,24.045,23-03-2021 04:00
149,62.14,168.25,26.93,49.11,47.61,0.42,9.61,67.83,0.89,129.25,23.96,23-03-2021 05:00
150,64.88,171.81,78.12,51.07,50.38,0.81,3.85,74.81,0.82,119.69,23.6,23-03-2021 06:00
151,85.14,205.08,63.34,71.61,50.63,1.06,3.47,68.39,0.66,134.21,24.5,23-03-2021 07:00
152,100.73,231.58,31.26,83.92,48.58,0.7,9.53,52.72,0.66,215.55,27.54,23-03-2021 08:00
153,97.09,239.34,20.83,92.97,45.46,0.75,23.85,44.47,0.87,135.86,30.31,23-03-2021 09:00
154,93.69,207.81,9.18,57.83,43.23,0.47,53.46,36.73,1.17,99.16,32.57,23-03-2021 10:00
155,50.0,192.0,5.13,46.36,42.44,0.42,72.71,34.91,1.09,185.41,33.57,23-03-2021 11:00
156,51.34,179.0,6.38,89.15,49.66,0.46,141.27,38.09,2.29,263.65,32.71,23-03-2021 12:00
157,60.0,299.0,7.75,77.44,51.19,0.3,124.11,40.17,1.97,237.62,32.96,23-03-2021 13:00
158,57.0,259.235,7.265000000000001,65.41499999999999,52.114999999999995,0.245,105.28,40.635000000000005,2.38,255.665,32.55,23-03-2021 14:00
159,54.0,219.47,6.78,53.39,53.04,0.19,86.45,41.1,2.79,273.71,32.14,23-03-2021 15:00
160,50.28,298.0,7.46,54.81,51.71,0.22,75.58,42.04,2.87,278.95,31.41,23-03-2021 16:00
161,65.0,313.0,6.85,58.97,49.435,0.235,66.065,47.81,2.48,292.44,29.91,23-03-2021 17:00
162,55.74,237.0,10.62,67.59,47.16,0.25,56.55,44.6,1.7,280.59,29.41,23-03-2021 18:00
163,53.0,183.58,5.43,64.11,44.17,0.34,55.88,42.03,1.79,278.07,29.1,23-03-2021 19:00
164,56.99,194.0,5.05,78.15,43.16,0.57,40.89,42.48,1.13,134.85,28.86,23-03-2021 20:00
165,70.27,184.0,123.34,131.25,52.6,1.39,10.7,45.94,0.39,164.03,27.84,23-03-2021 21:00
166,73.91,232.67,177.49328268900854,132.07323967123816,57.75,1.8821281856303231,9.68,49.28,0.55,220.14,27.14,23-03-2021 22:00
167,107.39,426.0,148.5,123.67,57.5,1.8821281856303231,6.26,51.28,0.71,172.64,26.77,23-03-2021 23:00
168,112.02,330.0,177.49328268900854,114.78,57.345,1.8821281856303231,4.66,54.02,0.48,169.32,26.17,24-03-2021 00:00
169,127.56,325.98,177.49328268900854,116.29,57.19,1.8821281856303231,3.06,57.46,0.8,213.63,26.09,24-03-2021 01:00
170,147.37,449.36,135.71,104.06,49.33,1.72,2.96,63.56,0.86,257.59,25.63,24-03-2021 02:00
171,141.0,502.0,24.57,124.24,42.3,1.01,10.51,59.46,1.07,270.04,25.78,24-03-2021 03:00
172,114.5,343.5,24.240000000000002,90.71,43.28,0.775,14.004999999999999,58.305,0.81,234.42000000000002,25.435000000000002,24-03-2021 04:00
173,88.0,185.0,23.91,57.18,44.26,0.54,17.5,57.15,0.55,198.8,25.09,24-03-2021 05:00
174,89.11,194.33,42.43,87.27,48.84,0.66,6.58,59.13,0.54,246.4,24.7,24-03-2021 06:00
175,90.48,226.5,69.68,94.29,51.57,0.86,6.2,57.86,0.69,244.69,25.58,24-03-2021 07:00
176,96.0,285.0,48.72,101.72,52.5,1.02,6.35,54.18,1.03,263.38,26.84,24-03-2021 08:00
177,97.0,309.25,20.05,90.91,51.25,0.77,39.6,45.75,1.85,93.86,29.93,24-03-2021 09:00
178,107.39,215.96,7.42,55.68,51.28,0.66,85.16,41.08,2.16,80.48,31.95,24-03-2021 10:00
179,85.0,184.5,4.94,45.92,53.88,0.65,114.26,38.18,1.88,88.1,33.43,24-03-2021 11:00
180,82.0,165.87,2.75,30.09,57.92,0.51,144.99417826794678,33.59,2.41,84.14,34.88,24-03-2021 12:00
181,82.0,245.935,26.81,92.67,75.39500000000001,0.3,105.07,41.04,1.91,262.05,34.9,24-03-2021 13:00
182,84.5,326.0,4.77,94.06,92.87,0.4,144.99417826794678,39.64,1.98,253.87,34.46,24-03-2021 14:00
183,87.0,330.0,5.8,84.44,86.36,0.35,144.99417826794678,39.72,2.11,276.58,34.31,24-03-2021 15:00
184,86.01,309.87,4.71,57.22,77.85,0.25,133.02,41.47,2.75,289.22,32.96,24-03-2021 16:00
185,75.86,304.27,4.5,50.2,71.33,0.23,127.96,42.47,3.01,295.81,31.97,24-03-2021 17:00
186,75.66,272.47,4.94,67.75,67.14,0.31,108.48,44.91,2.2,276.89,30.94,24-03-2021 18:00
187,93.27,306.0,4.67,71.52,61.28,0.43,105.85,49.77,1.79,276.72,29.73,24-03-2021 19:00
188,96.0,288.33,5.45,77.83,55.41,0.5,79.08,49.02,1.36,227.14,29.36,24-03-2021 20:00
189,74.75,240.0,4.75,61.61,50.56,0.47,81.92,49.12,1.39,237.1,29.03,24-03-2021 21:00
190,99.0,229.38,18.36,132.07323967123816,51.19,0.98,21.31,49.11,0.96,96.14,28.51,24-03-2021 22:00
191,103.21,285.0,33.04,132.07323967123816,52.5,1.14,3.07,56.23,0.8,111.58,27.22,24-03-2021 23:00
192,104.25,311.0,38.9,118.35,54.2,1.16,4.87,61.21,0.59,184.88,25.93,25-03-2021 00:00
193,104.4,277.0,92.76,114.03,55.06,1.39,5.32,60.38,0.85,277.93,25.89,25-03-2021 01:00
194,119.0,286.11,64.44,116.62,52.84,1.11,3.83,57.66,1.04,260.23,26.07,25-03-2021 02:00
195,113.822,273.95,73.928,112.202,53.026,1.12,5.086,55.518,1.006,230.11800000000002,26.124,25-03-2021 03:00
196,108.644,261.79,83.416,107.784,53.212,1.1300000000000001,6.342,53.376,0.972,200.00600000000003,26.178,25-03-2021 04:00
197,103.46600000000001,249.63,92.904,103.366,53.398,1.14,7.597999999999999,51.234,0.938,169.894,26.232,25-03-2021 05:00
198,98.288,237.47,102.392,98.94800000000001,53.584,1.15,8.854,49.092,0.904,139.782,26.286,25-03-2021 06:00
199,93.11,225.31,111.88,94.53,53.77,1.16,10.11,46.95,0.87,109.67,26.34,25-03-2021 07:00
200,100.95,257.2,13.16,62.42,57.0,0.55,33.82,33.54,2.08,54.93,29.71,25-03-2021 08:00
201,66.47,231.0,7.28,49.12,57.43,0.38,55.83,28.48,2.3,53.01,32.22,25-03-2021 09:00
202,45.0,190.12,5.39,45.04,61.54,0.49,82.64,26.05,3.43,68.77,32.9,25-03-2021 10:00
203,56.17,187.2,3.01,28.4,63.41,0.35,116.95,22.98,3.15,70.06,35.07,25-03-2021 11:00
204,57.31,189.4086956521739,3.1352173913043475,29.746521739130433,63.734782608695646,0.36,116.11130434782609,22.935652173913045,3.079565217391304,71.98869565217392,35.03173913043478,25-03-2021 12:00
205,58.45,191.61739130434782,3.2604347826086952,31.093043478260867,64.0595652173913,0.37,115.27260869565218,22.891304347826086,3.0091304347826084,73.91739130434783,34.993478260869566,25-03-2021 13:00
206,59.59,193.82608695652172,3.3856521739130434,32.439565217391305,64.38434782608695,0.37999999999999995,114.43391304347827,22.84695652173913,2.938695652173913,75.84608695652175,34.955217391304345,25-03-2021 14:00
207,60.730000000000004,196.03478260869565,3.510869565217391,33.786086956521736,64.70913043478261,0.38999999999999996,113.59521739130435,22.802608695652175,2.8682608695652174,77.77478260869566,34.91695652173913,25-03-2021 15:00
208,61.870000000000005,198.24347826086955,3.636086956521739,35.13260869565217,65.03391304347825,0.39999999999999997,112.75652173913043,22.758260869565216,2.7978260869565217,79.70347826086956,34.87869565217391,25-03-2021 16:00
209,63.010000000000005,200.45217391304348,3.7613043478260866,36.479130434782604,65.3586956521739,0.41,111.91782608695652,22.71391304347826,2.727391304347826,81.63217391304349,34.840434782608696,25-03-2021 17:00
210,64.15,202.66086956521738,3.8865217391304343,37.82565217391304,65.68347826086956,0.42,111.07913043478261,22.669565217391305,2.65695652173913,83.56086956521739,34.802173913043475,25-03-2021 18:00
211,65.29,204.8695652173913,4.0117391304347825,39.17217391304348,66.00826086956522,0.42999999999999994,110.2404347826087,22.62521739130435,2.5865217391304345,85.4895652173913,34.76391304347826,25-03-2021 19:00
212,66.43,207.0782608695652,4.13695652173913,40.51869565217391,66.33304347826086,0.43999999999999995,109.40173913043478,22.58086956521739,2.516086956521739,87.41826086956522,34.72565217391304,25-03-2021 20:00
213,67.57,209.2869565217391,4.262173913043478,41.86521739130434,66.65782608695652,0.44999999999999996,108.56304347826087,22.536521739130436,2.4456521739130435,89.34695652173913,34.68739130434783,25-03-2021 21:00
214,68.71000000000001,211.49565217391304,4.387391304347826,43.21173913043478,66.98260869565217,0.45999999999999996,107.72434782608696,22.49217391304348,2.3752173913043477,91.27565217391304,34.649130434782606,25-03-2021 22:00
215,69.85,213.70434782608694,4.512608695652173,44.55826086956522,67.30739130434782,0.47,106.88565217391304,22.44782608695652,2.304782608695652,93.20434782608696,34.61086956521739,25-03-2021 23:00
216,70.99,215.91304347826087,4.6378260869565215,45.904782608695655,67.63217391304347,0.48,106.04695652173913,22.403478260869566,2.2343478260869567,95.13304347826087,34.57260869565217,26-03-2021 00:00
217,72.13,218.12173913043478,4.763043478260869,47.251304347826085,67.95695652173913,0.49,105.20826086956522,22.35913043478261,2.163913043478261,97.06173913043479,34.53434782608696,26-03-2021 01:00
218,73.27,220.33043478260868,4.888260869565217,48.597826086956516,68.28173913043477,0.49999999999999994,104.3695652173913,22.31478260869565,2.0934782608695652,98.9904347826087,34.49608695652174,26-03-2021 02:00
219,74.41,222.5391304347826,5.013478260869565,49.944347826086954,68.60652173913043,0.51,103.53086956521739,22.270434782608696,2.0230434782608695,100.9191304347826,34.45782608695652,26-03-2021 03:00
