From Date,To Date,PM2.5,PM10,NO,NO2,SO2,CO,Ozone,RH,WS,WD,AT
17-03-2021 00:00,17-03-2021 01:00,101.24,429.09,246.44,28.04,8.45,2.14,5.99,53.67,0.55,254.73,28.03
17-03-2021 01:00,17-03-2021 02:00,91.22,394.22,175.6,15.24,7.25,1.64,16.93,69.27,0.82,289.63,27.62
17-03-2021 02:00,17-03-2021 03:00,37.07,167.11,146.64,9.93,4.58,1.34,31.58,75.85,0.82,251.97,27.07
17-03-2021 03:00,17-03-2021 04:00,37.95,129.33,128.77,9.23,6.04,1.23,35.86,71.35,0.67,139.85,26.8
17-03-2021 04:00,17-03-2021 05:00,35.06,144.67,114.89,11.63,5.24,1.09,12.45,59.59,0.42,251.75,26.72
17-03-2021 05:00,17-03-2021 06:00,47.66,184.93,104.39,26.67,3.69,1.01,5.52,56.69,0.3,206.02,26.32
17-03-2021 06:00,17-03-2021 07:00,59.77,211.62,126.19,18.55,4.05,1.06,7.59,57.55,0.52,132.69,26.59
17-03-2021 07:00,17-03-2021 08:00,58.06,233.48,149.51,22.1,5.4,1.28,5.59,61.89,0.33,165.9,26.58
17-03-2021 08:00,17-03-2021 09:00,68.78,250.02,167.09,11.33,6.35,1.42,5.78,56.47,0.48,99.96,28.53
17-03-2021 09:00,17-03-2021 10:00,70.96,284.11,133.88,28.06,3.81,1.24,37.25,42.03,0.58,204.51,31.53
17-03-2021 10:00,17-03-2021 11:00,64.18,253,112.94,32.64,4.01,1.21,69.02,32.7,0.6,213.36,34.61
17-03-2021 11:00,17-03-2021 12:00,49,204,0.53,0.28,9.27,1.3,116.99,29.6,1.19,222.1,35.8
17-03-2021 12:00,17-03-2021 13:00,50,206,105.12,15.03,7.96,1.2,124.11,30.58,0.95,218.07,37.56
17-03-2021 13:00,17-03-2021 14:00,38,186.81,408.14,None,7.49,1.16,60.36,37.97,1.28,274.35,36.89
17-03-2021 14:00,17-03-2021 15:00,46,193.91,None,None,5.79,1.09,47.62,41.64,1.25,269.9,36.37
17-03-2021 15:00,17-03-2021 16:00,43.06,173,None,None,4.13,1.07,67.01,41.28,1.13,290.2,36.17
17-03-2021 16:00,17-03-2021 17:00,44.95,193,None,None,5.48,1.01,92.07,40.63,1.3,301.81,35.03
17-03-2021 17:00,17-03-2021 18:00,44.02,225.45,None,None,4.63,0.94,77.56,39.41,1.17,302.71,34.05
17-03-2021 18:00,17-03-2021 19:00,45,231.6,None,None,4.96,1.06,115.8,43.6,1.14,306.25,32.68
17-03-2021 19:00,17-03-2021 20:00,63.63,255.41,8.51,70.24,6.84,1,96.14,46.97,1.08,299.78,31.62
17-03-2021 20:00,17-03-2021 21:00,63.02,241.41,14.23,67.36,8.89,1.09,44.32,47.34,0.73,197.8,31.07
17-03-2021 21:00,17-03-2021 22:00,58.11,232.67,22.33,60.67,7.62,1.21,23.83,50.34,0.41,186.12,30.07
17-03-2021 22:00,17-03-2021 23:00,66.83,268.22,94.29,33.84,8.57,1.46,4.93,54.21,0.24,166.09,29.11
17-03-2021 23:00,18-03-2021 00:00,90.52,338.3,205.6,55.17,13.09,2.22,5.53,57.81,0.3,219.94,28.67
18-03-2021 00:00,18-03-2021 01:00,133.05,476.17,218.07,58.76,12.22,2.38,4.42,57.85,0.36,213.56,28.31
18-03-2021 01:00,18-03-2021 02:00,91.86,337.4,175.78,27.1,9.99,2.08,7.28,64.56,0.54,216.78,28.09
18-03-2021 02:00,18-03-2021 03:00,47.98,198.98,155.95,7.96,8.89,1.75,24.76,70.67,0.81,243.77,27.83
18-03-2021 03:00,18-03-2021 04:00,29.35,118.56,147.8,9.38,8.38,1.51,31.36,67.58,0.54,144.13,27.45
18-03-2021 04:00,18-03-2021 05:00,28.02,100.94,140.66,5.33,8.32,1.41,17.4,65.12,0.37,204.14,27.14
18-03-2021 05:00,18-03-2021 06:00,37.8,117.67,124.44,22.79,7.55,1.31,22.61,58.3,0.65,175.24,27.41
18-03-2021 06:00,18-03-2021 07:00,31.13,132.82,123.17,17,7.34,1.18,15.34,55.49,0.53,185.88,27.3
18-03-2021 07:00,18-03-2021 08:00,38,150.33,132.67,21.08,7.89,1.17,7.69,54,1.03,211.47,27.69
18-03-2021 08:00,18-03-2021 09:00,48,185.67,132.62,16.62,9.79,1.2,12.32,49.56,1.14,140.54,29.05
18-03-2021 09:00,18-03-2021 10:00,72.52,252.56,130.86,26.01,11.91,1.21,19.53,46.99,0.67,204.08,31.75
18-03-2021 10:00,18-03-2021 11:00,61.23,226.28,116.67,40.87,12.09,1.27,40.74,42.71,0.73,254.12,33.89
18-03-2021 11:00,18-03-2021 12:00,43.48,173.44,None,None,7.84,1.29,53.41,43.08,0.94,242.99,33.8
18-03-2021 12:00,18-03-2021 13:00,35,166.63,None,None,7.23,1.23,40.78,45.82,0.99,264.1,35.34
18-03-2021 13:00,18-03-2021 14:00,35,151.52,None,None,7.59,1.15,53.31,46.71,1.05,275.69,35.48
18-03-2021 14:00,18-03-2021 15:00,27.16,142.78,None,None,2.02,1.04,61.88,45.74,1.17,282.44,35.2
18-03-2021 15:00,18-03-2021 16:00,32.88,167.44,None,None,1.05,0.98,92.72,49.26,1.23,293.14,34.34
18-03-2021 16:00,18-03-2021 17:00,47.71,185.56,None,None,2.99,0.95,76.98,50.88,1.09,295.92,33.77
18-03-2021 17:00,18-03-2021 18:00,39.15,174.34,10.5,39.97,0.99,0.77,67.74,53.14,1.06,305.69,32.03
18-03-2021 18:00,18-03-2021 19:00,46.82,174.95,8.01,35.12,2.45,0.73,40.24,62.63,0.93,293.2,29.68
18-03-2021 19:00,18-03-2021 20:00,47.98,159.7,11.29,32,0.89,0.72,25.18,60.75,0.63,249.62,29.03
18-03-2021 20:00,18-03-2021 21:00,41.13,163.89,16.76,29.11,0.12,0.76,20.12,57.32,0.51,175.73,28.91
18-03-2021 21:00,18-03-2021 22:00,41.98,157.4,29.02,26.45,2.17,0.88,8.04,62.82,0.64,281.31,28.44
18-03-2021 22:00,18-03-2021 23:00,42.98,173.56,39.91,23.59,3.17,0.96,9.97,72.08,0.56,283.63,27.93
18-03-2021 23:00,19-03-2021 00:00,36.13,137.22,48.52,19.55,2.5,0.93,16.44,75.39,0.51,235.08,27.58
19-03-2021 00:00,19-03-2021 01:00,39.92,130.11,53.09,15.5,4.09,0.89,20.55,76.15,0.52,140.72,27.16
19-03-2021 01:00,19-03-2021 02:00,35.1,120.95,60.11,11.48,2.6,0.82,28.03,75.09,0.58,119.2,26.84
19-03-2021 02:00,19-03-2021 03:00,32.06,106.94,63.72,10.06,4.43,0.76,33.9,67.48,0.42,137.79,26.84
19-03-2021 03:00,19-03-2021 04:00,32,126.33,66.8,9.05,4.76,0.73,13.96,66.28,0.3,205.32,26.62
19-03-2021 04:00,19-03-2021 05:00,44.75,165.22,73.14,6.31,4.95,0.68,9.56,68.3,0.25,173.47,26.05
19-03-2021 05:00,19-03-2021 06:00,52.84,201.78,82.94,6.98,5.24,0.7,5.04,70.86,0.37,230.67,25.97
19-03-2021 06:00,19-03-2021 07:00,58.88,225.81,105.22,6.64,5.47,0.79,4.28,72.95,0.34,189.08,25.66
19-03-2021 07:00,19-03-2021 08:00,62.92,243.4,127.23,4.67,5.97,0.93,5.21,69.78,0.47,235.41,26.45
19-03-2021 08:00,19-03-2021 09:00,67.9,266.44,125.28,8.24,5.88,0.98,9.79,58.12,0.65,133.21,28.63
19-03-2021 09:00,19-03-2021 10:00,62.12,238.22,111.99,7.88,3.53,0.97,27.06,47.37,0.75,151.76,30.85
19-03-2021 10:00,19-03-2021 11:00,None,None,91.78,24.02,2.81,0.96,37.59,38.47,0.87,225.13,33.56
19-03-2021 11:00,19-03-2021 12:00,None,None,81.11,26,5.89,1.06,25.04,40.42,1.15,285.08,34.2
19-03-2021 12:00,19-03-2021 13:00,48,222.63,66.59,25.67,7.55,1.1,4.64,49.11,1.06,291.48,34.18
19-03-2021 13:00,19-03-2021 14:00,56.83,210.22,40.77,31.61,7.78,1,None,48.52,1.35,295.19,33.92
19-03-2021 14:00,19-03-2021 15:00,38.42,194.97,27.02,32.88,5.12,0.8,57.78,42.17,1.3,298.94,34.34
19-03-2021 15:00,19-03-2021 16:00,36.04,188.67,25.69,36.23,3.49,0.71,39.9,41.47,1.26,295.43,34.9
19-03-2021 16:00,19-03-2021 17:00,28.13,202.57,26.56,35.84,3.27,0.68,37.91,39.05,1.2,293.2,34.19
19-03-2021 17:00,19-03-2021 18:00,38.78,204.28,27.09,35.66,4.03,0.68,32.52,38.72,1.15,299.86,32.71
19-03-2021 18:00,19-03-2021 19:00,37.04,184.78,28.93,33.77,3.35,0.83,26.47,54.45,0.83,302.19,30.07
19-03-2021 19:00,19-03-2021 20:00,53.66,200.82,33.96,27.63,5.81,0.86,29.71,65.3,0.82,301.75,28.4
19-03-2021 20:00,19-03-2021 21:00,58.89,213.11,39.55,22.57,6.4,0.87,23.3,70.78,0.65,287.98,27.72
19-03-2021 21:00,19-03-2021 22:00,53.16,197.77,46.49,19.97,5.8,0.91,13,72.94,0.6,286.21,27.35
19-03-2021 22:00,19-03-2021 23:00,55.93,196.89,56.55,12.47,5.58,0.93,8.7,74.94,0.56,254.12,27.06
19-03-2021 23:00,20-03-2021 00:00,56,204.23,63.54,12.61,5.77,0.95,7.99,77.07,0.67,164.47,26.67
20-03-2021 00:00,20-03-2021 01:00,56,203.11,71,9.03,5.51,0.93,10.2,78.62,0.54,270.3,26.38
20-03-2021 01:00,20-03-2021 02:00,None,179.89,71.48,7.32,4.42,0.86,16.55,76.28,0.67,310.08,26.25
20-03-2021 02:00,20-03-2021 03:00,47,179.22,70.34,2.71,4.46,0.77,21.31,81.31,0.8,309.61,25.89
20-03-2021 03:00,20-03-2021 04:00,None,177.7,69.03,2.08,4.22,0.68,21.35,83.43,0.78,301.72,25.65
20-03-2021 04:00,20-03-2021 05:00,36,153.44,67.67,2.49,4.13,0.64,14.98,84.25,0.74,161.86,25.36
20-03-2021 05:00,20-03-2021 06:00,46.78,165.22,68.22,2.48,4.7,0.59,12.45,85.13,0.55,169.14,24.91
20-03-2021 06:00,20-03-2021 07:00,43.07,169.16,71.05,1.6,4.61,0.58,9.07,85.2,0.71,168.35,24.76
20-03-2021 07:00,20-03-2021 08:00,45.94,187.71,None,None,3.68,0.58,13.56,None,None,None,None
20-03-2021 08:00,20-03-2021 09:00,46.98,204.87,70.37,None,4.51,0.56,17.95,None,None,None,None
20-03-2021 09:00,20-03-2021 10:00,57.78,234.56,68.16,2,4.9,0.55,21.83,None,None,None,None
20-03-2021 10:00,20-03-2021 11:00,57.04,231.22,None,None,5.41,None,None,None,None,None,None
20-03-2021 11:00,20-03-2021 12:00,57,234.03,57.45,13.06,4.18,0.61,46.39,51.63,0.93,265.1,32.71
20-03-2021 12:00,20-03-2021 13:00,59.94,243,49.39,17.76,0.76,0.59,34.76,50.77,1.15,286.5,32.9
20-03-2021 13:00,20-03-2021 14:00,62.94,255,36.64,27.97,0.21,0.47,32.62,46.58,1.27,295.5,33.46
20-03-2021 14:00,20-03-2021 15:00,77.71,283.7,29.42,27.33,0.1,0.47,27.96,44.62,1.3,289.59,33.44
20-03-2021 15:00,20-03-2021 16:00,63.33,258.45,28.35,24.91,0.14,0.48,30.32,42.7,1.23,301.86,33.23
20-03-2021 16:00,20-03-2021 17:00,65.94,258.58,28.11,26.31,None,0.46,16.43,41.6,0.99,287.02,32.7
20-03-2021 17:00,20-03-2021 18:00,64,232,33.62,21.78,None,0,15.73,49.06,0.78,287.08,30.86
20-03-2021 18:00,20-03-2021 19:00,62.04,231,33.23,23.07,1.11,0.34,12.34,58.81,0.74,281.06,29.17
20-03-2021 19:00,20-03-2021 20:00,60.04,220.84,37.25,18.29,1.34,0.56,8.18,68.7,0.68,294.36,27.97
20-03-2021 20:00,20-03-2021 21:00,57.06,203.89,41.97,14,1.58,0.57,8.92,74.72,0.61,291.82,27.4
20-03-2021 21:00,20-03-2021 22:00,55.04,201.67,45.59,12.91,2.58,0.63,8.14,77.61,0.69,305.03,27.06
20-03-2021 22:00,20-03-2021 23:00,53.04,191.57,50.59,10.71,1.17,0.65,5.99,79.46,0.58,240.73,26.78
20-03-2021 23:00,21-03-2021 00:00,57.9,194.89,58.06,9.55,3.52,0.73,5.99,81.04,0.58,183.14,26.45
21-03-2021 00:00,21-03-2021 01:00,48.22,187.82,65.36,7.33,3.77,0.74,5.99,82.91,0.6,231.49,26.09
21-03-2021 01:00,21-03-2021 02:00,53.88,201.2,71.81,6.94,4.08,0.76,5.57,84.35,0.62,218.8,25.79
21-03-2021 02:00,21-03-2021 03:00,54,196.14,74.46,5.18,4.06,0.73,7.48,86.11,0.63,192.94,25.51
21-03-2021 03:00,21-03-2021 04:00,50.09,200.78,76.11,4.16,4.26,0.72,9.54,87.52,0.51,155.15,25.19
21-03-2021 04:00,21-03-2021 05:00,48.04,167.55,76.24,1.85,3.9,0.68,10.45,88.54,0.52,123.81,24.94
21-03-2021 05:00,21-03-2021 06:00,48,163.43,76.66,3.49,3.78,0.67,9.56,89.03,0.56,217.85,24.69
21-03-2021 06:00,21-03-2021 07:00,45,164.47,81.4,1.75,3.34,0.69,3.14,85.81,0.53,238.48,24.54
21-03-2021 07:00,21-03-2021 08:00,62.65,206.55,89.1,1.91,4.08,0.71,4.57,85.25,0.46,134.72,25.32
21-03-2021 08:00,21-03-2021 09:00,53.22,203.68,91.06,3.41,4.66,0.76,6.84,76.35,0.44,187.44,27.54
21-03-2021 09:00,21-03-2021 10:00,58.87,210.22,92.68,3.54,5.1,0.75,25.59,64.12,0.5,213.04,30.1
21-03-2021 10:00,21-03-2021 11:00,65.86,219.89,84.71,9.74,3.64,0.75,31.03,56.02,0.81,268.56,31.99
21-03-2021 11:00,21-03-2021 12:00,58.16,215.33,75.04,16.91,2.87,0.74,52.03,44.77,0.95,257.77,33.55
21-03-2021 12:00,21-03-2021 13:00,50.16,185.21,63.4,20.06,2.93,0.66,58.33,42.41,1.01,263.52,34.32
21-03-2021 13:00,21-03-2021 14:00,50,178.88,53.95,21.23,3.14,0.62,71.6,42.3,1.06,258.35,34.79
21-03-2021 14:00,21-03-2021 15:00,48.05,179.37,43.25,27.81,3.87,0.65,89.16,41.13,0.99,274.25,35.57
21-03-2021 15:00,21-03-2021 16:00,54.84,187.78,33.69,35.38,3.84,0.69,84.91,40.74,0.93,269.34,35.61
21-03-2021 16:00,21-03-2021 17:00,51.08,171.71,27.55,37.07,0.55,0.64,55.94,44.26,0.85,275.83,34.85
21-03-2021 17:00,21-03-2021 18:00,51,183.78,26.79,33.18,3.46,0.67,34.12,55,0.77,266.78,32.5
21-03-2021 18:00,21-03-2021 19:00,44.13,174.68,27.54,28.67,1.75,0.62,23.14,64.87,0.51,249.03,29.8
21-03-2021 19:00,21-03-2021 20:00,51.79,178.52,31.21,27.39,2.77,0.69,13.02,71.15,0.47,278.92,28.47
21-03-2021 20:00,21-03-2021 21:00,46.13,166.2,36.46,22.96,1.21,0.68,11.57,74.36,0.42,195.6,27.69
21-03-2021 21:00,21-03-2021 22:00,54.83,160.12,40.29,17.19,4.27,0.72,16.48,76.16,0.41,189.91,27.33
21-03-2021 22:00,21-03-2021 23:00,49.13,161.57,43.95,13.46,4.76,0.71,18.21,76.46,0.71,222.79,27.2
21-03-2021 23:00,22-03-2021 00:00,47.05,166.91,47.08,12.15,3.06,0.73,4.27,78.14,0.42,229.98,26.83
22-03-2021 00:00,22-03-2021 01:00,50.91,178.67,56.59,11.05,5.52,0.85,2.91,79.16,0.47,269.1,26.4
22-03-2021 01:00,22-03-2021 02:00,56.88,212.78,67.08,6.33,5.91,0.9,10.21,82.89,0.49,254.72,26.37
22-03-2021 02:00,22-03-2021 03:00,47.2,180.31,69.36,5.93,6.05,0.83,15.39,85.38,0.47,196.82,26.19
22-03-2021 03:00,22-03-2021 04:00,34.29,128,69.79,3.17,5.96,0.77,11.32,86.01,0.36,147.33,25.99
22-03-2021 04:00,22-03-2021 05:00,44.78,130.85,72.95,1.73,6.28,0.77,4.12,86.19,0.65,179.98,25.68
22-03-2021 05:00,22-03-2021 06:00,45,153.34,77.31,1.35,6.03,0.81,3.08,86.62,0.44,225.61,25.23
22-03-2021 06:00,22-03-2021 07:00,43.04,155.32,81.56,0.92,5.83,0.77,3.88,87.86,0.45,125.02,25.04
22-03-2021 07:00,22-03-2021 08:00,47.9,153.22,84.76,1.6,6.01,0.78,4.12,85.74,0.55,204.19,25.68
22-03-2021 08:00,22-03-2021 09:00,27.47,181.22,87.98,1.01,6.32,0.85,9.77,79.18,0.72,144.22,27.28
22-03-2021 09:00,22-03-2021 10:00,55.36,195.17,84.03,7.52,4.89,0.82,29.03,67.36,0.79,140.3,29.95
22-03-2021 10:00,22-03-2021 11:00,46.2,172.56,77.03,12.12,4.64,0.8,62.06,57.75,0.8,198.13,32.29
22-03-2021 11:00,22-03-2021 12:00,46.98,172.53,61.97,19.78,6.91,0.82,93.25,49.19,1.12,184.03,34.09
22-03-2021 12:00,22-03-2021 13:00,56.78,197.38,49.64,29.42,9.37,0.89,56.03,53.84,1.08,265.82,34.93
22-03-2021 13:00,22-03-2021 14:00,47.2,173.35,37.02,32.59,10.37,0.84,40.95,52.06,1.08,273.27,35.24
22-03-2021 14:00,22-03-2021 15:00,41.13,145.78,30.92,38.46,10.01,0.88,50.08,48.39,1.1,273.3,35.99
22-03-2021 15:00,22-03-2021 16:00,30.21,153,24.61,41.04,9.8,0.85,48.96,43.79,1.12,278.68,35.9
22-03-2021 16:00,22-03-2021 17:00,36.87,160.89,30.11,43.13,9.5,0.85,40.02,44.15,1.1,288.39,34.97
22-03-2021 17:00,22-03-2021 18:00,34.06,161.59,31.66,38.61,9.89,0.8,38.65,51.01,1.19,299.06,32.69
22-03-2021 18:00,22-03-2021 19:00,28.12,173.88,23.61,39.02,9.51,0.78,26.39,62.02,0.82,297.35,30.33
22-03-2021 19:00,22-03-2021 20:00,32.9,175.16,31.09,35.52,10.53,0.83,16.41,68.22,0.67,267.54,29.28
22-03-2021 20:00,22-03-2021 21:00,47.67,192.45,47.03,34.98,10.41,0.9,4.58,70.66,0.52,245.73,28.94
22-03-2021 21:00,22-03-2021 22:00,34.31,197.25,61.28,32.25,10.01,1.01,3.62,71.35,0.76,278.62,28.65
22-03-2021 22:00,22-03-2021 23:00,34.98,204.27,77.2,26.31,9.92,1.07,3.53,71.8,0.62,284.2,28.29
22-03-2021 23:00,23-03-2021 00:00,37.93,180.78,74.97,23.97,9.16,1.04,8.67,72.83,0.68,271.29,28.1
23-03-2021 00:00,23-03-2021 01:00,33.11,162.88,74.23,22.28,8.61,0.93,7.2,72.71,0.52,233.52,27.83
23-03-2021 01:00,23-03-2021 02:00,30.06,162.68,76.79,24.39,9.11,0.91,9.52,67.66,0.48,223.37,27.47
23-03-2021 02:00,23-03-2021 03:00,45.69,167.77,68.93,20.94,8.58,0.82,15.52,66.77,0.52,179.15,27
23-03-2021 03:00,23-03-2021 04:00,35.22,167.59,78.58,19.85,8.62,0.79,5.63,68.46,0.5,299.49,26.44
23-03-2021 04:00,23-03-2021 05:00,35,179.66,86.07,18.85,9.09,0.8,6.07,66.06,0.49,193.4,26.23
23-03-2021 05:00,23-03-2021 06:00,None,177.34,90.02,21.43,9.48,0.79,7.16,65.64,0.53,134.08,26.35
23-03-2021 06:00,23-03-2021 07:00,57,186.49,120.27,8.66,11.2,0.95,3.48,72.84,0.58,161.39,26.11
23-03-2021 07:00,23-03-2021 08:00,64.82,236.67,126.97,14.95,11.96,1.03,4.29,65.43,0.66,236.59,26.77
23-03-2021 08:00,23-03-2021 09:00,64.02,232.78,108.09,20.84,11.51,1.09,14.39,55.45,0.52,202.3,28.96
23-03-2021 09:00,23-03-2021 10:00,64,224.71,93.27,27.02,13.09,1.13,47.25,45.44,0.63,165.29,32.23
23-03-2021 10:00,23-03-2021 11:00,68.9,228.2,85.09,28.08,15.64,1.13,77.65,38.07,0.89,198.55,34.68
23-03-2021 11:00,23-03-2021 12:00,42.6,152.91,79.1,34.04,12.89,1.11,103.79,37.62,1,196.67,35.74
23-03-2021 12:00,23-03-2021 13:00,42.98,161.67,61.31,54.29,11.35,1.12,107.78,38.82,1.06,264.17,35.86
23-03-2021 13:00,23-03-2021 14:00,44.95,172.61,39.46,66.22,11.15,1.1,97.7,39.71,1.16,275.6,35.98
23-03-2021 14:00,23-03-2021 15:00,None,152.29,22.94,67.81,9.84,1.03,98.66,39.37,1.27,284.66,36.01
23-03-2021 15:00,23-03-2021 16:00,37,140.56,13.34,54.08,8.59,0.86,84.47,40.33,1.34,296.54,35.25
23-03-2021 16:00,23-03-2021 17:00,36.02,156.53,9.15,55.27,7.51,0.78,70.14,40.51,1.38,299.07,34.61
23-03-2021 17:00,23-03-2021 18:00,29.13,184,9.75,47.93,8.39,0.8,54.55,49.51,1.09,289.73,32.46
23-03-2021 18:00,23-03-2021 19:00,35.87,184.45,18.24,55.73,8.41,0.85,32.77,45.32,0.77,270.21,31.64
23-03-2021 19:00,23-03-2021 20:00,47.77,185.95,27.1,55.94,11.12,0.93,26.57,43.52,0.63,275.1,31.15
23-03-2021 20:00,23-03-2021 21:00,42.13,170.91,39.86,57.08,11.57,0.99,22.52,43.51,0.52,176.49,30.92
23-03-2021 21:00,23-03-2021 22:00,40.05,187,66.15,51.69,12.43,1.11,5.24,43.32,0.45,193.41,30.5
23-03-2021 22:00,23-03-2021 23:00,72.45,259,142.05,59.18,14.51,1.35,3.61,48.08,0.36,284.24,29.62
23-03-2021 23:00,24-03-2021 00:00,72.02,277.39,133.69,47.75,13.24,1.6,3.59,52.53,0.36,166.95,29.1
24-03-2021 00:00,24-03-2021 01:00,75.9,297.71,160.82,52.77,13.98,1.83,3.51,56.13,0.39,233.18,28.63
24-03-2021 01:00,24-03-2021 02:00,77.96,311,188.49,46.33,15.15,1.96,3.52,60.19,0.38,268.95,28.18
24-03-2021 02:00,24-03-2021 03:00,86.83,305.19,159.63,27.08,13.94,1.97,3.3,64.16,0.36,225.03,27.8
24-03-2021 03:00,24-03-2021 04:00,77.22,254.88,129.31,16.96,12.47,1.83,12.97,59.61,0.46,265.44,27.79
24-03-2021 04:00,24-03-2021 05:00,58.56,214.66,118.57,24.13,12.26,1.71,11.2,57.96,0.5,208.67,27.57
24-03-2021 05:00,24-03-2021 06:00,65.82,212.23,104.67,24.96,12.16,1.56,23.6,56.2,0.53,135.13,27.49
24-03-2021 06:00,24-03-2021 07:00,61.1,217.65,117.49,28.32,12.88,1.55,5.12,59.29,0.44,190.88,26.98
24-03-2021 07:00,24-03-2021 08:00,72.77,247.82,130.35,27.8,13.24,1.52,4.31,58.59,0.54,149.08,27.42
24-03-2021 08:00,24-03-2021 09:00,73.98,264.28,123.66,38.27,13.33,1.53,9.29,53.52,0.49,189.1,29.35
24-03-2021 09:00,24-03-2021 10:00,75.95,279.83,107.76,52.19,14.61,1.56,33.83,48,0.44,181.49,32.22
24-03-2021 10:00,24-03-2021 11:00,66.19,254.46,91.12,35.61,17.51,1.47,81.34,39.55,1.26,152.49,35.03
24-03-2021 11:00,24-03-2021 12:00,48.53,186.88,82.12,38.6,12.43,1.3,114.53,37.01,1.27,155.38,36.44
24-03-2021 12:00,24-03-2021 13:00,46,175.15,74.8,42.58,6.1,1.16,113.27,35.96,1.33,195.72,37.63
24-03-2021 13:00,24-03-2021 14:00,41.11,150.1,64.56,49.02,6.5,1.19,96.49,40.13,1.08,264.81,37.45
24-03-2021 14:00,24-03-2021 15:00,51.78,182.23,34.39,69.91,6.01,1.19,116.78,40.75,1.18,278.53,37.37
24-03-2021 15:00,24-03-2021 16:00,52,182.52,14.8,75.63,5.61,1.18,107.2,39.83,1.19,285.34,37.11
24-03-2021 16:00,24-03-2021 17:00,47.11,170.07,7.9,64.89,3.6,1.11,105.4,41.02,1.23,297.58,36.19
24-03-2021 17:00,24-03-2021 18:00,47.98,164.52,4.6,52.02,5.83,1,110.5,42.84,1.26,305.6,34.63
24-03-2021 18:00,24-03-2021 19:00,43.13,178.73,4.46,49.8,4.19,0.93,81.1,46.05,1.11,305.31,33.11
24-03-2021 19:00,24-03-2021 20:00,54.73,204.08,5.78,54.82,4.9,1.02,80.8,51.85,0.96,305.66,31.67
24-03-2021 20:00,24-03-2021 21:00,61.84,231.93,7.4,58.53,5.05,1.06,60.79,49.2,1.07,308.77,31.59
24-03-2021 21:00,24-03-2021 22:00,58.08,210.44,11.5,58.78,4.45,1.11,54.22,52.61,0.79,189.41,30.72
24-03-2021 22:00,24-03-2021 23:00,60.94,229.66,16.64,51.99,6.16,1.17,34.6,51.09,0.96,155.41,30.7
24-03-2021 23:00,25-03-2021 00:00,66.88,231.22,30.25,47.09,5.82,1.23,7.09,54.68,0.59,160.51,29.91
25-03-2021 00:00,25-03-2021 01:00,71.89,286.41,77.7,33.23,8.36,1.44,4.07,60.99,0.29,235.73,28.41
25-03-2021 01:00,25-03-2021 02:00,123.97,442.98,132.62,26.78,11.84,1.79,4.11,63.27,0.29,243.73,27.75
25-03-2021 02:00,25-03-2021 03:00,107.35,353.61,148,22.8,10.37,1.85,3.47,60.09,0.47,259.72,27.56
25-03-2021 03:00,25-03-2021 04:00,78.56,256.57,122.9,31.05,10.65,1.77,6.64,50.05,0.41,226.2,27.98
25-03-2021 04:00,25-03-2021 05:00,54.47,195.67,129.27,30.02,9.33,1.65,4.09,53.83,0.4,189.7,27.44
25-03-2021 05:00,25-03-2021 06:00,66.75,235.33,161.95,31.86,12.95,1.71,4.17,57.29,0.46,171.85,26.92
25-03-2021 06:00,25-03-2021 07:00,74.84,252.95,188.25,17.75,13.79,1.79,3.94,56.49,0.47,278.69,26.52
25-03-2021 07:00,25-03-2021 08:00,68.16,245.45,186.19,25.72,13.95,1.83,3.72,50.23,0.46,245.93,27.77
25-03-2021 08:00,25-03-2021 09:00,64.08,243.42,151.83,34.71,10.16,1.65,28.73,36.78,0.74,238.03,31.42
25-03-2021 09:00,25-03-2021 10:00,50.35,197.04,105.23,39.81,10.46,1.34,53.9,29.23,1.01,163.54,33.88
25-03-2021 10:00,25-03-2021 11:00,48,178.67,82.65,36.55,14.14,1.2,91.86,24.95,1.15,142.87,36.37
25-03-2021 11:00,25-03-2021 12:00,53.87,211.01,68.86,33.07,11.12,1.04,114.7,22.54,1.09,199.14,37.95
25-03-2021 12:00,25-03-2021 13:00,47.31,179.89,57.15,32.55,10.05,0.98,96.15,21.05,1.05,184.92,38.88
25-03-2021 13:00,25-03-2021 14:00,47,176.27,37.55,61.93,7.43,0.97,65.23,31.8,1.05,261.73,38.62
25-03-2021 14:00,25-03-2021 15:00,43.08,157.5,33.79,58.94,6.04,0.91,43.87,28.19,1.41,282.72,38.9
25-03-2021 15:00,25-03-2021 16:00,38,180.3,21.58,60.73,6.39,0.65,31.55,17.54,1.54,292.95,39.4
25-03-2021 16:00,25-03-2021 17:00,27.37,197.57,25.15,55.93,5.61,0.63,30.48,17,1.51,297.98,39.01
25-03-2021 17:00,25-03-2021 18:00,22,130.18,32.94,48.24,4.2,0.56,17.38,17.66,1.27,299,37.55
25-03-2021 18:00,25-03-2021 19:00,24.92,117.14,55.87,56.01,5.03,0.58,7.08,19.47,0.97,304.79,35.74
25-03-2021 19:00,25-03-2021 20:00,30.88,131.01,97.94,48.69,7.32,0.73,3.72,23.25,0.79,308.27,34.06
25-03-2021 20:00,25-03-2021 21:00,41.76,173.99,86.9,62.68,11.17,0.94,7.33,29.06,0.79,292.38,32.85
25-03-2021 21:00,25-03-2021 22:00,46.9,209.44,84.06,59.09,14.25,1.06,7.05,31.43,0.59,146.69,31.39
25-03-2021 22:00,25-03-2021 23:00,65.58,246.73,93,58.2,15.14,1.25,4.83,32.92,0.56,228.39,30.53
