From Date,To Date,PM2.5,PM10,NO,NO2,SO2,CO,Ozone,RH,WS,WD,AT
07-04-2021 18:00,07-04-2021 19:00,None,122.75,27.78,24.68,9.94,0.55,26.49,54.17,1.1,306.02,31.38
07-04-2021 19:00,07-04-2021 20:00,24,136.93,34.89,20.45,10.8,0.61,8.07,59.5,0.6,287.43,30.39
07-04-2021 20:00,07-04-2021 21:00,27.87,144.36,49.55,16.34,12.23,0.68,4.87,60.36,0.62,293.38,30
07-04-2021 21:00,07-04-2021 22:00,39,146.18,64.34,14.26,12.54,0.82,4.91,63.83,0.48,232.87,29.49
07-04-2021 22:00,07-04-2021 23:00,None,138.69,82.18,10.48,12.68,0.89,3.13,67.53,0.36,266.27,29.06
07-04-2021 23:00,08-04-2021 00:00,None,125.73,89.88,9.18,12.99,0.9,13.77,73.81,0.55,286.32,28.89
08-04-2021 00:00,08-04-2021 01:00,27,98.37,86.18,8,12.84,0.78,19.02,75.84,0.59,298.74,28.62
08-04-2021 01:00,08-04-2021 02:00,None,79.24,82.48,5.9,11.87,0.67,19.11,76.34,0.51,254.72,28.38
08-04-2021 02:00,08-04-2021 03:00,None,80.77,84.13,3.72,11.86,0.59,13.01,78.85,0.36,187.02,27.94
08-04-2021 03:00,08-04-2021 04:00,25,78.76,84.95,2.1,11.56,0.55,8.33,80.81,0.29,149.54,27.44
08-04-2021 04:00,08-04-2021 05:00,24.02,77.48,87.8,0.82,11.02,0.46,8.13,80.97,0.29,177.32,27.13
08-04-2021 05:00,08-04-2021 06:00,23.03,83.87,91.27,1.58,10.63,0.44,3.26,83.17,0.24,199.69,26.84
08-04-2021 06:00,08-04-2021 07:00,29.82,103.69,95.45,None,11.41,0.51,8.27,81.95,0.39,212.65,27.14
08-04-2021 07:00,08-04-2021 08:00,29.02,94.36,92.59,1.82,11.08,0.43,14.34,79.21,0.34,208.59,28.19
08-04-2021 08:00,08-04-2021 09:00,26.09,97.12,90.39,1.11,11.25,0.44,17.22,75.43,0.42,230.42,29.59
08-04-2021 09:00,08-04-2021 10:00,20.15,98.6,85.84,3.45,12.4,0.49,26.39,68.75,0.67,215,31.22
08-04-2021 10:00,08-04-2021 11:00,21.95,102.4,78.3,4.89,11.65,0.42,29.08,66.71,0.71,235.37,31.94
08-04-2021 11:00,08-04-2021 12:00,18.08,98.12,72.6,8.41,9.95,0.42,28.04,65.17,1,239.52,33.15
08-04-2021 12:00,08-04-2021 13:00,14.12,97.57,64.37,10.83,8.36,0.35,31.32,66.45,1.08,286.41,33.4
08-04-2021 13:00,08-04-2021 14:00,9.2,86.52,50.84,16.45,4.81,0.35,32.16,69.06,1.14,299.2,32.4
08-04-2021 14:00,08-04-2021 15:00,6.08,82.16,40.41,14.59,3.61,0.31,28.8,67.86,1.16,274.94,33.12
08-04-2021 15:00,08-04-2021 16:00,20.4,76.42,35.88,12.9,3.46,0.32,24.45,64.53,1.17,288.24,33.52
08-04-2021 16:00,08-04-2021 17:00,5.36,80.02,31.59,14.14,3.58,0.34,20.37,65.05,1.01,289.52,32.49
08-04-2021 17:00,08-04-2021 18:00,9.88,74.75,28.17,14.92,5,0.38,18.79,68.19,0.69,273.44,31.29
08-04-2021 18:00,08-04-2021 19:00,6.1,87.77,26.27,18.18,5.01,0.39,15.48,74.65,0.66,284.58,29.68
08-04-2021 19:00,08-04-2021 20:00,6.97,86.36,26.72,18.25,5.68,0.45,13.61,77.26,0.54,284.85,28.68
08-04-2021 20:00,08-04-2021 21:00,4.07,85.78,27.99,17.01,4.83,0.41,13.93,79.15,0.49,251.31,28.23
08-04-2021 21:00,08-04-2021 22:00,2.04,61.64,31.72,14.25,6.53,0.45,21.8,81.4,0.72,210.98,27.84
08-04-2021 22:00,08-04-2021 23:00,1.02,59.35,29.43,14.13,5.03,0.41,15.96,83.66,0.6,232.13,27.56
08-04-2021 23:00,09-04-2021 00:00,15,60.09,33.18,12.92,4.81,0.42,12.11,85.9,0.3,223.72,27.2
09-04-2021 00:00,09-04-2021 01:00,1.31,50.55,36.7,9.56,6.97,0.41,19.4,87.23,0.49,211.41,27.11
09-04-2021 01:00,09-04-2021 02:00,15.62,81.03,37.83,7.67,5.1,0.33,21.8,86.85,0.44,208.81,26.95
09-04-2021 02:00,09-04-2021 03:00,4.27,53.87,38.44,6.73,7.2,0.32,25.75,85.86,0.52,215.09,26.79
09-04-2021 03:00,09-04-2021 04:00,22.58,70.22,38.22,7.43,4.06,0.24,27.61,86.33,0.48,226.14,26.59
09-04-2021 04:00,09-04-2021 05:00,23.98,37.33,38.3,6.65,6.27,0.26,12.95,88.23,0.3,175.8,26.18
09-04-2021 05:00,09-04-2021 06:00,38.67,56.4,44.47,4.64,7.27,0.33,6.49,89.69,0.42,93.47,26.09
09-04-2021 06:00,09-04-2021 07:00,25.35,69.15,51.62,4.04,7.62,0.35,4.15,89.7,0.39,104.45,26.11
09-04-2021 07:00,09-04-2021 08:00,40.64,88.47,62.16,3.74,5.85,0.32,7.05,86.41,0.8,113.92,26.98
09-04-2021 08:00,09-04-2021 09:00,45,111.13,72.77,3.82,7.5,0.39,12.82,81.27,1,137.22,28.2
09-04-2021 09:00,09-04-2021 10:00,42.08,90.35,73.12,6.47,6.24,0.41,21.97,73.3,0.95,167.79,30.17
09-04-2021 10:00,09-04-2021 11:00,32.23,93.84,65.28,11.14,5.27,0.37,36.13,59.82,0.77,195.86,33.15
09-04-2021 11:00,09-04-2021 12:00,43.73,99.64,58.77,13.52,6.3,0.47,39.44,61.55,1.19,286.36,33.68
09-04-2021 12:00,09-04-2021 13:00,31.29,93.66,47.55,17.49,8.41,0.5,42.19,62.43,1.44,291.76,33.39
09-04-2021 13:00,09-04-2021 14:00,20,70.79,36.08,18.68,9.74,0.51,31.06,62.27,1.1,267.92,33.35
09-04-2021 14:00,09-04-2021 15:00,29.75,86.15,33.54,17.51,9.25,0.51,26.75,59.93,1.18,271.73,34.47
09-04-2021 15:00,09-04-2021 16:00,27.07,102.72,28.86,22.03,9.01,0.48,23.5,57.94,1.31,278.89,34.91
09-04-2021 16:00,09-04-2021 17:00,42.6,105.64,31.98,17.95,9.32,0.47,24.05,60.58,1.15,281.03,34
09-04-2021 17:00,09-04-2021 18:00,42.02,96.36,31.81,18.17,9.9,0.46,28.38,64.42,0.96,289.94,31.95
09-04-2021 18:00,09-04-2021 19:00,38.18,140.81,27.88,21.36,10.84,0.52,30.55,72.13,0.8,298.72,29.91
09-04-2021 19:00,09-04-2021 20:00,46.79,132.6,30.21,19.52,10.84,0.58,23.76,77.14,0.62,287.39,28.98
09-04-2021 20:00,09-04-2021 21:00,47,135.57,37.97,16.43,11.62,0.61,14.3,79.9,0.6,290.06,28.63
09-04-2021 21:00,09-04-2021 22:00,38,125.93,48.55,12.41,11.53,0.63,15.54,82.97,0.57,296.99,28.28
09-04-2021 22:00,09-04-2021 23:00,40.91,131.09,55.98,9.55,11.44,0.65,15.38,84.14,0.52,290.86,28.1
09-04-2021 23:00,10-04-2021 00:00,38.07,117.24,62.99,7.64,11.52,0.61,27.69,86.14,0.47,266.18,27.69
10-04-2021 00:00,10-04-2021 01:00,31,118.28,66.75,6.28,11.12,0.54,32.88,84.85,0.61,256.02,27.72
10-04-2021 01:00,10-04-2021 02:00,44.69,113.7,68.5,3.17,11.02,0.53,35.54,84.54,0.59,294.23,27.39
10-04-2021 02:00,10-04-2021 03:00,34.52,122.97,66.39,4.64,10.52,0.5,35.5,85.34,0.57,304.44,26.96
10-04-2021 03:00,10-04-2021 04:00,34,147.87,67.73,1.77,9.76,0.42,29.34,86.72,0.43,181.32,26.38
10-04-2021 04:00,10-04-2021 05:00,37.91,111.55,70.72,3.37,10.51,0.41,26.42,86.25,1.02,136.88,26.49
10-04-2021 05:00,10-04-2021 06:00,34.09,124.79,76.46,1.95,10.52,0.37,14.66,87.15,1.08,132.75,26.45
10-04-2021 06:00,10-04-2021 07:00,42,140.75,87.17,1.17,11.19,0.41,6.55,87.98,1.44,126.41,26.34
10-04-2021 07:00,10-04-2021 08:00,50.79,161.7,94.38,1.57,11.28,0.45,8.84,85.26,0.85,141.65,27.03
10-04-2021 08:00,10-04-2021 09:00,50.02,167.36,98.98,0.23,11.43,0.51,16.09,78.48,1.24,143.22,28.25
10-04-2021 09:00,10-04-2021 10:00,55.87,170.84,97.92,1.2,12.32,0.54,29.72,64.33,0.65,217.69,31.51
10-04-2021 10:00,10-04-2021 11:00,48.19,179.51,88.25,8.6,13.73,0.58,53.41,56.73,0.95,258.3,33.88
10-04-2021 11:00,10-04-2021 12:00,59.73,192.4,75.99,18.06,10.41,0.6,55.39,60.48,1.12,272.2,34.11
10-04-2021 12:00,10-04-2021 13:00,41.48,148.45,58.59,21.11,11.29,0.57,44.47,61.63,1.22,280.13,33.89
10-04-2021 13:00,10-04-2021 14:00,35.13,136.18,46.34,20.06,9.95,0.52,38.78,58.37,1.25,272.11,34.86
10-04-2021 14:00,10-04-2021 15:00,19.4,125.92,40.73,19.14,11.2,0.53,29.88,58.76,1.23,278.58,34.53
10-04-2021 15:00,10-04-2021 16:00,None,96.96,33.76,16.94,10.25,0.46,36.44,60.23,1.31,300.58,32.96
10-04-2021 16:00,10-04-2021 17:00,19,103.88,25.29,19.64,10.77,0.44,37.59,61.02,1.17,301.19,32.59
10-04-2021 17:00,10-04-2021 18:00,None,100.13,22.76,18.43,9.13,0.36,30.7,65.16,0.83,284.81,31.64
10-04-2021 18:00,10-04-2021 19:00,9,81.51,24.64,13.48,11.04,0.39,21.88,72.63,0.54,256.37,30.17
10-04-2021 19:00,10-04-2021 20:00,7.04,98.17,29.58,11.36,12.7,0.45,26.92,78.98,0.5,237.61,29.25
10-04-2021 20:00,10-04-2021 21:00,None,84.64,38.36,10.16,12.3,0.41,22.84,78,1.03,174.58,28.8
10-04-2021 21:00,10-04-2021 22:00,None,84.8,49.7,7.56,12.12,0.45,16.9,81.42,1.13,175.26,28.75
10-04-2021 22:00,10-04-2021 23:00,1,103.37,53.76,7.7,11.93,0.43,18.87,83.26,0.41,218.73,28.08
10-04-2021 23:00,11-04-2021 00:00,2.94,84.23,61.02,5.71,11.82,0.46,9.22,84.05,0.43,218.07,27.86
11-04-2021 00:00,11-04-2021 01:00,1.05,84.33,67.93,3.67,11.7,0.46,13.77,86.4,0.32,224.1,27.41
11-04-2021 01:00,11-04-2021 02:00,None,72.12,71.65,2.27,11.21,0.41,11.95,87.55,0.32,214.95,27.03
11-04-2021 02:00,11-04-2021 03:00,1,75.33,75.09,1.77,11.03,0.41,9.83,88.12,0.34,237.83,26.7
11-04-2021 03:00,11-04-2021 04:00,3.92,93.72,77.12,2.01,11.62,0.45,6.47,87.03,0.37,162,26.58
11-04-2021 04:00,11-04-2021 05:00,28.17,99.6,81.78,None,11.99,0.51,13.63,85.99,0.43,254.04,26.73
11-04-2021 05:00,11-04-2021 06:00,19.22,103.16,81.47,0.21,11.21,0.44,19.35,86.96,0.52,228.14,26.56
11-04-2021 06:00,11-04-2021 07:00,12.18,99.98,82.46,0.36,12.03,0.42,18.64,88.39,0.5,137.77,26.37
11-04-2021 07:00,11-04-2021 08:00,9.07,123.19,90.5,1.08,11.85,0.42,17.04,83.74,1.09,133.34,27.24
11-04-2021 08:00,11-04-2021 09:00,18,132.36,93.54,3.03,11.86,0.49,30.9,75.2,1.75,133.62,28.98
11-04-2021 09:00,11-04-2021 10:00,33,136.19,90.31,4.4,13.36,0.51,48,58.02,1.02,164.07,31.57
11-04-2021 10:00,11-04-2021 11:00,None,143.09,88.41,3.77,13.98,0.51,53.85,45.02,0.73,247.6,34.76
11-04-2021 11:00,11-04-2021 12:00,35,129.12,80.12,9.57,12.45,0.47,100.31,39.19,0.87,257.45,36.52
11-04-2021 12:00,11-04-2021 13:00,34.03,132.63,62.94,21.6,11.49,0.54,114.33,48.58,1.14,271.2,36.06
11-04-2021 13:00,11-04-2021 14:00,9.74,148.66,46.88,31.5,11.07,0.55,84.52,45.82,1.33,287.33,36.35
11-04-2021 14:00,11-04-2021 15:00,5.1,121.49,34.06,28.93,10.14,0.55,42.99,50.86,1.29,283.1,36.21
11-04-2021 15:00,11-04-2021 16:00,2.08,101.41,30.97,24.5,10.36,0.53,25.29,53.37,1.19,273.76,36.17
11-04-2021 16:00,11-04-2021 17:00,23.98,90.24,33.39,17.66,10.6,0.46,16.62,56.56,1.14,275.44,35.49
11-04-2021 17:00,11-04-2021 18:00,1,91.16,30.66,15.14,12.58,0.49,29.3,68.04,0.98,296.04,32.03
11-04-2021 18:00,11-04-2021 19:00,1,85.6,28.68,15.76,12.14,0.45,27.88,75.16,0.8,293.61,30.63
11-04-2021 19:00,11-04-2021 20:00,1,88.21,28.77,14.35,11.43,0.5,23.38,80.71,0.85,305.36,29.71
11-04-2021 20:00,11-04-2021 21:00,1,74.76,34.04,9.7,13.53,0.51,23.84,83.36,0.48,264.52,29.25
11-04-2021 21:00,11-04-2021 22:00,1,74.08,41.45,7.09,13.77,0.51,19.14,82.41,0.33,172.16,29
11-04-2021 22:00,11-04-2021 23:00,1,82.24,52.62,4.44,13.79,0.56,9.56,81.56,0.82,184.08,29.22
11-04-2021 23:00,12-04-2021 00:00,None,85.52,61.75,2.82,13.97,0.6,4.06,83.87,0.49,224.45,28.72
12-04-2021 00:00,12-04-2021 01:00,10,95.8,71.99,2.02,13.96,0.63,8.08,86.47,0.47,301.04,28.38
12-04-2021 01:00,12-04-2021 02:00,3.19,84.37,75.08,3.13,13.87,0.61,24.22,88.97,0.61,226.26,28.19
12-04-2021 02:00,12-04-2021 03:00,1.09,65.24,72.69,2.79,13.51,0.55,27.12,88.62,0.75,212.89,28.02
12-04-2021 03:00,12-04-2021 04:00,1,63.89,67.16,4.34,13.23,0.48,25.9,87.08,0.7,214.24,28.02
12-04-2021 04:00,12-04-2021 05:00,1,40.76,67.54,3.08,12.85,0.41,21.96,87.02,0.51,212.5,27.78
12-04-2021 05:00,12-04-2021 06:00,3.94,41.03,71.22,1.65,12.29,0.4,11.04,89.26,0.27,242.55,27.43
12-04-2021 06:00,12-04-2021 07:00,1.1,54.57,74.49,0.57,11.92,0.4,8.61,89.4,0.33,171.37,27.34
12-04-2021 07:00,12-04-2021 08:00,1,50.81,79.52,2.08,12,0.37,11.41,87.24,0.49,172.57,28.03
12-04-2021 08:00,12-04-2021 09:00,13.35,100.28,81.08,2.62,12.36,0.41,20.45,82.08,0.52,208.17,29.39
12-04-2021 09:00,12-04-2021 10:00,33,96.69,83.65,0.83,13.19,0.5,23.28,75.45,0.79,149.51,30.94
12-04-2021 10:00,12-04-2021 11:00,29.11,114.88,83.49,3.59,12.67,0.53,37.32,62.58,0.8,212.74,34
12-04-2021 11:00,12-04-2021 12:00,None,None,77.95,10.37,12.69,0.56,55.48,57.71,1.04,253.93,35.44
12-04-2021 12:00,12-04-2021 13:00,None,None,67.71,15.42,11.57,0.6,45.38,59.39,1.11,275.17,35.44
12-04-2021 13:00,12-04-2021 14:00,None,None,44.52,32.11,23.5,0.78,144.14,52.04,1.31,277.23,35.69
12-04-2021 14:00,12-04-2021 15:00,2,105.63,30.58,32.69,4.86,0.6,None,50.71,1.42,286.66,35.58
12-04-2021 15:00,12-04-2021 16:00,23.45,119.79,21.87,31.45,7.06,0.58,78.66,53.08,1.57,292.74,35.28
12-04-2021 16:00,12-04-2021 17:00,31.82,135.27,13.73,32.08,4.47,0.47,35.06,50.34,1.62,300.15,34.9
12-04-2021 17:00,12-04-2021 18:00,20.36,150.21,11.41,27.06,7.07,0.47,30.32,51.12,1.35,301.14,33.9
12-04-2021 18:00,12-04-2021 19:00,15.11,136.4,10.97,26.75,6.32,0.49,20.59,51.9,1.2,261.97,32.68
12-04-2021 19:00,12-04-2021 20:00,20.87,135.94,22.96,26.67,4.38,0.5,15.92,55.29,1.99,169.15,32.58
12-04-2021 20:00,12-04-2021 21:00,26.87,157.72,29.29,25.15,7,0.55,17.81,59.33,1.2,182.59,31.75
12-04-2021 21:00,12-04-2021 22:00,25,107.79,33.26,20.15,5.2,0.58,3.82,61.75,0.47,172.02,30.73
12-04-2021 22:00,12-04-2021 23:00,40.64,143.07,46.99,17.6,7.85,0.73,2.95,65.86,0.34,239.25,29.83
12-04-2021 23:00,13-04-2021 00:00,46.87,200.88,79.95,16.16,8.03,0.99,3.62,71.09,0.54,288.47,29.69
13-04-2021 00:00,13-04-2021 01:00,39.2,186.86,79.66,13.18,8.37,0.97,14.8,73.38,0.61,281.68,29.54
13-04-2021 01:00,13-04-2021 02:00,32.16,87.8,67.1,14.05,7.35,0.84,32.27,75.62,0.61,217.42,29.4
13-04-2021 02:00,13-04-2021 03:00,9.68,71.4,61.32,8.48,8.06,0.74,39.31,77.18,0.47,153.44,29.07
13-04-2021 03:00,13-04-2021 04:00,25.62,67.73,54.02,9.78,7.48,0.66,32.06,78.12,0.45,251.08,28.77
13-04-2021 04:00,13-04-2021 05:00,22.08,73.36,49.09,10.71,7.41,0.59,30.16,76.77,0.38,217.43,28.69
13-04-2021 05:00,13-04-2021 06:00,22.98,77.08,49.49,8.98,7.74,0.53,18.78,76.18,0.53,142.8,28.56
13-04-2021 06:00,13-04-2021 07:00,25.93,90.14,57.98,7.84,7.65,0.55,7.11,72.65,0.75,139.02,28.88
13-04-2021 07:00,13-04-2021 08:00,35.7,134.57,67.65,9.41,7.84,0.6,5.74,68.24,0.37,204.99,29.41
13-04-2021 08:00,13-04-2021 09:00,56.48,179.66,72.73,8.81,6.68,0.67,12.09,66.38,0.53,264.57,31.09
13-04-2021 09:00,13-04-2021 10:00,47.22,151.78,66.64,14.94,8.47,0.79,42.58,58.5,0.84,258.58,33.61
13-04-2021 10:00,13-04-2021 11:00,49.92,129.79,53.42,22.86,7.36,0.89,78.48,48.75,0.82,234.68,36.81
13-04-2021 11:00,13-04-2021 12:00,44.13,138.7,42.76,28.66,None,0.87,49.12,55.36,0.99,258.08,36.83
13-04-2021 12:00,13-04-2021 13:00,45.93,105.69,36.45,26.49,None,0.84,40.07,59.59,1.12,265.85,36.09
13-04-2021 13:00,13-04-2021 14:00,47.95,94.05,25.42,32.75,None,0.86,42.12,56.88,1.17,285.53,36.47
13-04-2021 14:00,13-04-2021 15:00,39.23,79.76,22.67,26.93,None,0.84,47.56,51.33,1.19,279.98,36.19
13-04-2021 15:00,13-04-2021 16:00,35.1,76.44,19.03,22.35,None,0.81,28.53,59.77,1.09,270.15,35.58
13-04-2021 16:00,13-04-2021 17:00,25,64.4,23.49,19.09,None,0.77,27.73,61.98,1.02,275.33,34.77
13-04-2021 17:00,13-04-2021 18:00,32.76,59.36,20.99,21.54,3.62,0.54,40.79,67.94,1.05,216.44,32.53
13-04-2021 18:00,13-04-2021 19:00,32.02,56.48,25.12,17.19,4.23,0.45,23.1,73.54,0.66,251.57,31.16
13-04-2021 19:00,13-04-2021 20:00,30.06,60.73,33.42,13.09,5.04,0.45,22.71,78.39,0.52,248.46,30.02
13-04-2021 20:00,13-04-2021 21:00,31,63.43,45.34,6.59,7.7,0.55,30.7,82.09,0.54,228.25,29.46
13-04-2021 21:00,13-04-2021 22:00,25.13,44.14,52.09,7.95,5.45,0.49,35.4,84,0.59,192.5,29.13
13-04-2021 22:00,13-04-2021 23:00,29,39.56,58.13,6.33,6.99,0.47,35.28,85.12,1.24,176.61,29.11
13-04-2021 23:00,14-04-2021 00:00,27.05,49.02,61.38,7.04,7.54,0.45,36.32,84.7,0.81,211.7,28.91
14-04-2021 00:00,14-04-2021 01:00,25.07,35.91,64.31,4.99,7.82,0.45,49.82,84.51,0.88,210.01,28.76
14-04-2021 01:00,14-04-2021 02:00,25,48.92,64.65,4.91,7.64,0.41,51.32,85.03,0.81,205.91,28.73
14-04-2021 02:00,14-04-2021 03:00,21.1,41,62.39,7.27,7.81,0.4,48.18,83.04,1.02,198.17,28.91
14-04-2021 03:00,14-04-2021 04:00,23.9,43.57,62.12,9.03,7.64,0.37,52.33,83.44,0.76,212.44,28.7
14-04-2021 04:00,14-04-2021 05:00,27,58.09,65.14,6.13,7.59,0.32,52.99,84.18,0.64,201.96,28.52
14-04-2021 05:00,14-04-2021 06:00,25,30.96,65.74,6.83,7.47,0.27,39.91,83.01,0.68,211.67,28.23
14-04-2021 06:00,14-04-2021 07:00,23.07,37.76,65.12,3.47,7.39,0.23,42.71,82.69,0.67,221.69,28.13
14-04-2021 07:00,14-04-2021 08:00,23,36,67.43,2.28,7.49,0.3,42.21,75.77,0.61,96.62,29.77
14-04-2021 08:00,14-04-2021 09:00,None,41.52,None,None,None,None,None,None,None,None,None
14-04-2021 09:00,14-04-2021 10:00,35,77.72,79.58,5.64,6.05,0.35,50.57,65.6,0.85,176.52,32.46
14-04-2021 10:00,14-04-2021 11:00,36,57.2,79.63,6.21,8.45,0.41,68.53,56.81,0.96,183.25,33.95
14-04-2021 11:00,14-04-2021 12:00,33.1,67.8,None,None,6.87,None,101.32,None,None,None,None
14-04-2021 12:00,14-04-2021 13:00,35,79.09,56.6,22.21,3.83,0.43,112.71,54.96,0.91,271.66,36.34
14-04-2021 13:00,14-04-2021 14:00,None,64.52,40.33,26.27,1.87,0.47,94.09,57.31,1.1,281.85,35.7
14-04-2021 14:00,14-04-2021 15:00,27,61,25.27,32.27,1.12,0.53,92.28,56.38,1.08,275.33,36.34
14-04-2021 15:00,14-04-2021 16:00,28,78.93,10.36,32.13,0.88,0.51,66.1,60.91,1.23,286.55,34.81
14-04-2021 16:00,14-04-2021 17:00,30.91,57.64,4.87,32.09,0.34,0.44,61.4,65.28,1.29,290.04,33.68
14-04-2021 17:00,14-04-2021 18:00,32.95,55.24,3.77,28.66,1.52,0.43,48.32,67.4,1.13,294.95,32.27
14-04-2021 18:00,14-04-2021 19:00,27.15,53.42,3.59,26.43,0.74,0.38,33.05,75.9,0.84,291.57,30.57
14-04-2021 19:00,14-04-2021 20:00,25.07,27,6.58,22.36,0.64,0.39,28.2,80.76,0.68,277.39,29.62
14-04-2021 20:00,14-04-2021 21:00,None,None,9.77,20.88,1.19,0.4,28.52,80.53,0.65,227.45,29.46
14-04-2021 21:00,14-04-2021 22:00,12,15.44,12.18,16.98,0.7,0.38,33.95,79.41,1.5,157.4,29.73
14-04-2021 22:00,14-04-2021 23:00,25.53,28,16.84,17.28,1.11,0.37,29.08,80.37,1.22,164.84,29.5
14-04-2021 23:00,15-04-2021 00:00,None,None,20.99,15.54,1.58,0.37,27.89,81.08,1.07,159.93,29.27
15-04-2021 00:00,15-04-2021 01:00,27,28,24.1,15.58,1.36,0.32,22.07,82.64,0.78,198.96,28.73
15-04-2021 01:00,15-04-2021 02:00,None,None,22.77,15.34,1.35,0.28,32.22,84.49,0.7,229.39,28.23
15-04-2021 02:00,15-04-2021 03:00,18.2,22,23.45,13.7,0.86,0.27,33.79,86.11,0.77,223.97,28.02
15-04-2021 03:00,15-04-2021 04:00,19,18.32,25.17,12.44,2.03,0.25,25.72,87.6,0.39,206.5,27.67
15-04-2021 04:00,15-04-2021 05:00,24.86,46.56,28.57,11.27,1.31,0.21,17.13,87.25,0.26,214.21,27.47
15-04-2021 05:00,15-04-2021 06:00,None,None,33.92,12.33,2.89,0.27,12.16,87.13,0.34,196.4,27.48
15-04-2021 06:00,15-04-2021 07:00,None,None,37.85,11.57,1.78,0.29,11.21,87.23,0.35,143.69,27.49
15-04-2021 07:00,15-04-2021 08:00,32,33.11,42.93,9.06,2.25,0.3,18,84.66,0.63,147.12,28.26
15-04-2021 08:00,15-04-2021 09:00,32,46.23,46.21,9.74,1.32,0.29,24.86,79.94,1.12,127.92,29.35
15-04-2021 09:00,15-04-2021 10:00,36.88,70.12,45.04,15.95,0.95,0.35,32.98,70.75,1.09,162.98,31.64
15-04-2021 10:00,15-04-2021 11:00,37.98,71.6,41.06,23.67,0.4,0.37,44.7,58.81,1.32,162.06,33.44
15-04-2021 11:00,15-04-2021 12:00,31.16,76.37,32.13,31.25,1.77,0.41,71.83,48.38,1.28,190.72,34.98
15-04-2021 12:00,15-04-2021 13:00,31.98,77.33,20.78,39.11,2.69,0.46,77.8,52.99,1.19,260.94,35.76
15-04-2021 13:00,15-04-2021 14:00,29.09,64.28,10.23,43.83,0.33,0.41,95.37,50.94,1.2,283.74,35.41
15-04-2021 14:00,15-04-2021 15:00,32.91,60.79,6.54,37.32,1.22,0.45,65.44,54.98,1.44,295.26,34.84
15-04-2021 15:00,15-04-2021 16:00,25.2,73.39,6.4,29.29,0.98,0.39,51.69,64.81,1.29,293.67,33.92
15-04-2021 16:00,15-04-2021 17:00,24.02,66.92,5.85,25.47,0.78,0.32,48.6,68.39,1.23,297.47,32.97
15-04-2021 17:00,15-04-2021 18:00,24.98,55.42,6.23,25.33,1.02,0.31,50.06,68.88,0.93,286.39,32.29
15-04-2021 18:00,15-04-2021 19:00,25,79.4,5.17,26.75,2.35,0.36,47.98,75.76,0.8,288.19,30.33
15-04-2021 19:00,15-04-2021 20:00,31.82,74.75,6.57,26.84,1.39,0.39,48.16,79.05,0.47,233.25,29.55
15-04-2021 20:00,15-04-2021 21:00,27.11,71.09,10.57,24.92,0.7,0.4,50.6,80.31,0.55,241.18,29.09
15-04-2021 21:00,15-04-2021 22:00,21.13,58.47,12.47,24.08,0.21,0.36,57.3,80.92,0.68,201.61,28.82
15-04-2021 22:00,15-04-2021 23:00,26.85,69.24,16.08,23.13,0.01,0.37,36.25,81.68,0.3,244.29,28.5
15-04-2021 23:00,16-04-2021 00:00,24.07,71.72,19.52,21.41,1.88,0.39,33.24,82.61,0.36,264.62,28.26
16-04-2021 00:00,16-04-2021 01:00,25.95,77.12,23.58,19.87,1.07,0.38,32.3,85.47,0.32,177.66,28
16-04-2021 01:00,16-04-2021 02:00,22.09,78.6,27.58,17.7,2.19,0.39,31.16,86.61,0.35,251.77,27.79
16-04-2021 02:00,16-04-2021 03:00,25.9,84.31,28.91,15.51,1.68,0.36,39.63,87.76,0.31,247.88,27.5
16-04-2021 03:00,16-04-2021 04:00,26,90.06,29.43,15.04,0.82,0.32,37.71,85.23,0.32,242.94,27.36
16-04-2021 04:00,16-04-2021 05:00,26,64.96,31.92,14.51,1.85,0.3,21.62,82.25,0.31,168.84,26.93
16-04-2021 05:00,16-04-2021 06:00,26,94.48,37.16,12.94,3.42,0.36,13.04,85.46,0.38,182.22,26.73
16-04-2021 06:00,16-04-2021 07:00,29.9,100.39,42.9,12,0.97,0.37,8.88,87.9,0.42,188.87,26.57
16-04-2021 07:00,16-04-2021 08:00,31.95,117.14,48.38,11.09,3.33,0.43,15.78,83.65,0.51,189.87,27.51
16-04-2021 08:00,16-04-2021 09:00,25.16,107.45,46.6,11.37,1.27,0.41,28.25,74.47,0.56,198.99,29.16
16-04-2021 09:00,16-04-2021 10:00,25.98,84.32,42.17,16.37,0.83,0.4,40.52,55.53,0.75,220.56,32.42
16-04-2021 10:00,16-04-2021 11:00,28.93,99.29,35.54,22.9,2.34,0.43,40.12,49.34,1.04,269.37,34.17
16-04-2021 11:00,16-04-2021 12:00,26.07,85.57,28.62,26.1,3.02,0.42,37.81,60.04,1.13,272.11,33.77
16-04-2021 12:00,16-04-2021 13:00,20.15,75.61,18.72,28.95,1.83,0.37,36.41,60.6,1.22,289.94,34.05
16-04-2021 13:00,16-04-2021 14:00,16.1,78.57,14.14,29.64,1.02,0.34,28.43,60.84,1.19,278.69,34.55
16-04-2021 14:00,16-04-2021 15:00,16.98,67.02,14.39,25.48,0.52,0.31,24.65,62.17,1.33,282.71,34.18
16-04-2021 15:00,16-04-2021 16:00,18,61.08,13.51,23.09,1.37,0.23,21.31,62.42,1.25,291.21,34
16-04-2021 16:00,16-04-2021 17:00,21.9,69.73,14.11,23.36,1.18,0.24,24.74,62.88,1.14,285.49,33.56
